image_path,label,defect_type,score,preprocessing_ms,feature_extraction_ms,patch_processing_ms,nearest_neighbor_ms,total_ms,valid_patches
data\3CAD\Aluminum_Camera_Cover\test\aotu\000000.png,1,aotu,0.7890750169754028,15.809200005605817,2.808600023854524,0.6303000263869762,10.204599995631725,29.45270005147904,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000003.png,1,aotu,0.8172910213470459,15.685000049415976,4.437600029632449,0.9220000356435776,10.445799969602376,31.49040008429438,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000004.png,1,aotu,0.7805242538452148,12.072699959389865,2.2121999645605683,0.5392000311985612,10.093599965330213,24.91769992047921,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000006.png,1,aotu,0.7460782527923584,11.016800010111183,2.20470002386719,0.5273999995552003,10.038900014478713,23.787800048012286,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000009.png,1,aotu,0.7605640888214111,10.17409999622032,2.1878000115975738,0.5380999646149576,10.012099985033274,22.912099957466125,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000010.png,1,aotu,0.7405332922935486,12.792900030035526,2.1702999947592616,0.5639999872073531,10.188000043854117,25.715200055856258,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000011.png,1,aotu,0.7290283441543579,14.249400002881885,3.824999963399023,0.7488999981433153,10.212000051978976,29.0353000164032,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000012.png,1,aotu,0.7516507506370544,15.190599951893091,3.904899989720434,0.7913000299595296,10.26760000968352,30.154399981256574,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000013.png,1,aotu,0.6657806634902954,15.279299987014383,2.6846000109799206,0.8249000529758632,10.285699972882867,29.074500023853034,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000014.png,1,aotu,0.6670408844947815,15.437200025189668,4.071099974680692,0.7817999576218426,10.235699999611825,30.525799957104027,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000017.png,1,aotu,0.7642406225204468,14.060800021979958,2.279499953147024,0.577600032556802,10.198900010436773,27.116800018120557,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000021.png,1,aotu,0.7053552865982056,13.496099971234798,2.23129999358207,0.5978999543003738,10.02169999992475,26.34699991904199,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000026.png,1,aotu,0.6648702621459961,14.485199993941933,2.637400000821799,0.6416999967768788,10.039000015240163,27.803300006780773,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000027.png,1,aotu,0.6652550101280212,10.972299962304533,2.3908999864943326,0.5910000181756914,10.16100001288578,24.115199979860336,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000028.png,1,aotu,0.6877518892288208,11.263000022154301,2.2543000523000956,0.5986000178381801,10.11199998902157,24.227900081314147,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000029.png,1,aotu,0.7120491862297058,12.672599987126887,2.616700017824769,0.6152000278234482,10.006299999076873,25.910800031851977,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000031.png,1,aotu,0.6961690187454224,12.026700016576797,2.1669999696314335,0.5218000151216984,10.159600002225488,24.875100003555417,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000034.png,1,aotu,0.7509238719940186,11.116100009530783,3.441200009547174,0.7004999788478017,10.125800035893917,25.383600033819675,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000035.png,1,aotu,0.6990020871162415,13.323299994226545,4.115499963518232,0.8945999434217811,10.228600003756583,28.56199990492314,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000037.png,1,aotu,0.722517728805542,15.421800024341792,3.571300010662526,0.7616999791935086,10.242000047583133,29.99680006178096,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000041.png,1,aotu,0.5493831634521484,9.719100024085492,1.9941999926231802,0.5036999937146902,10.083200002554804,22.300200012978166,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000044.png,1,aotu,0.7021800875663757,15.37310000276193,4.189900006167591,0.8074999786913395,10.146500018890947,30.517000006511807,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000045.png,1,aotu,0.7721843123435974,15.610400005243719,3.5470000002533197,0.597700010985136,10.095900041051209,29.851000057533383,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000048.png,1,aotu,0.6536194086074829,14.0679000178352,3.8439000491052866,0.8514000219292939,10.06320002488792,28.8264001137577,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000051.png,1,aotu,0.6033011674880981,14.466300024650991,3.8292999961413443,0.7428000099025667,10.302200040314347,29.34060007100925,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000052.png,1,aotu,0.7493700981140137,14.67090001096949,3.689400036819279,0.7894000154919922,10.205700004007667,29.35540006728843,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000054.png,1,aotu,0.670883059501648,14.163399988319725,2.1904000313952565,0.5627999780699611,10.141300037503242,27.057900035288185,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000058.png,1,aotu,0.6822783350944519,14.531399996485561,3.5601999843493104,0.6916000274941325,10.138500016182661,28.921700024511665,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000060.png,1,aotu,0.5997135639190674,14.135099947452545,3.708200005348772,0.7389999809674919,10.173899994697422,28.75619992846623,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000064.png,1,aotu,0.6821602582931519,15.502800000831485,3.6528000491671264,0.6076000281609595,10.122100007720292,29.885300085879862,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000066.png,1,aotu,0.6367857456207275,10.529400024097413,2.023800043389201,0.4835999570786953,10.015400010161102,23.05220003472641,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000068.png,1,aotu,0.653019368648529,12.102300010155886,2.508700010366738,0.597700010985136,10.035399987827986,25.244100019335747,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000069.png,1,aotu,0.7327863574028015,13.530299998819828,3.1725000008009374,0.7841999758966267,10.234100045636296,27.72110002115369,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000071.png,1,aotu,0.6608448028564453,14.509800006635487,2.259800035972148,0.5951999919489026,10.114500008057803,27.47930004261434,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000073.png,1,aotu,0.7885116338729858,15.185899974312633,3.903399978298694,0.7983000250533223,10.187000036239624,30.074600013904274,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000074.png,1,aotu,0.7861604690551758,14.574200031347573,4.1442999499849975,0.845499977003783,10.27800003066659,29.841999989002943,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000075.png,1,aotu,0.6531202793121338,14.624299947172403,4.135600000154227,0.8019999950192869,10.258800000883639,29.820699943229556,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000077.png,1,aotu,0.7485570311546326,16.10329997492954,3.8875999744050205,0.9255000040866435,10.234499990474433,31.150899943895638,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000078.png,1,aotu,0.5572713017463684,14.864300028420985,4.397800017613918,0.8218999719247222,10.143699997570366,30.22770001552999,1024
data\3CAD\Aluminum_Camera_Cover\test\aotu\000079.png,1,aotu,0.5827265977859497,15.867799986153841,2.9419000493362546,0.9759999811649323,16.175299999304116,35.961000015959144,1024
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000001.png,1,bianxing,0.6675367951393127,15.12409996939823,2.640599966980517,0.6129000103101134,10.163599974475801,28.54119992116466,1024
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000002.png,1,bianxing,0.7062364220619202,14.820999989751726,3.7590000429190695,0.750300008803606,10.299800022039562,29.630100063513964,1024
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000003.png,1,bianxing,0.7732505798339844,6.874900020193309,3.7411999655887485,0.8018999942578375,4.082400002516806,15.5003999825567,384
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000006.png,1,bianxing,0.6558697819709778,14.556100009940565,3.8462000084109604,0.7881000055931509,10.18739998107776,29.377800005022436,1024
